left,right
COL make VAL B COL model VAL 727 COL series VAL 2B7 COL name VAL nan,COL mfr VAL BELL COL model VAL 47J-2
COL make VAL GA COL model VAL AA COL series VAL 1B COL name VAL TRAINER/TR 2,COL mfr VAL MESSERSCHMITT-BOELKOW-BLOHM COL model VAL BO-105S
COL make VAL MORISY COL model VAL 2150 COL series VAL 2150 COL name VAL nan,COL mfr VAL WACO COL model VAL CTO
COL make VAL DGA COL model VAL 15 COL series VAL NH1 COL name VAL nan,COL mfr VAL HOWARD AIRCRAFT COL model VAL NH-1
COL make VAL PA COL model VAL 60 COL series VAL 600 COL name VAL AEROSTAR 600,COL mfr VAL HUGHES COL model VAL 269A-1
COL make VAL M COL model VAL 4 COL series VAL T COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-282B
COL make VAL PA COL model VAL 18 COL series VAL S105 COL name VAL SUPER CUB,COL mfr VAL BOEING COL model VAL 747-2B4B
COL make VAL GA COL model VAL 112 COL series VAL 114A COL name VAL GRAN TURISMO,COL mfr VAL BEECH COL model VAL B200C
COL make VAL TCRAFT COL model VAL BC COL series VAL 12D COL name VAL nan,COL mfr VAL BOEING COL model VAL 767-32LF
COL make VAL NA COL model VAL BT14 COL series VAL BT14 COL name VAL nan,COL mfr VAL BRITTEN-NORMAN COL model VAL BN-2A
COL make VAL SR COL model VAL 10 COL series VAL D COL name VAL nan,COL mfr VAL CESSNA COL model VAL 182R
COL make VAL AT COL model VAL 504 COL series VAL 504 COL name VAL nan,COL mfr VAL DEHAVILLAND COL model VAL DHC-8-106
COL make VAL PA COL model VAL J5 COL series VAL AE1 COL name VAL CUB CRUISER,COL mfr VAL CESSNA COL model VAL 210-5A
COL make VAL SC COL model VAL 7 COL series VAL 2 COL name VAL SKYVAN,COL mfr VAL PIPER COL model VAL PA-38-112
COL make VAL CE COL model VAL 337 COL series VAL A COL name VAL SUPER SKYMASTER,COL mfr VAL MCDONNELL DOUGLAS HELICOPTER COL model VAL 600N
COL make VAL MOONEY COL model VAL 20 COL series VAL 20 COL name VAL MARK 20,COL mfr VAL LOCKHEED COL model VAL 382E
COL make VAL GA COL model VAL V COL series VAL V COL name VAL nan,COL mfr VAL LOCKHEED COL model VAL ELECTRA 10-E
COL make VAL REIMS COL model VAL F182 COL series VAL P COL name VAL nan,COL mfr VAL CESSNA COL model VAL 310A
COL make VAL H COL model VAL 19 COL series VAL UH19F COL name VAL CHICKASAW,COL mfr VAL BEECH COL model VAL 58PA
COL make VAL LA COL model VAL 4 COL series VAL 200 COL name VAL nan,COL mfr VAL DASSAULT AVIATION COL model VAL FALCON 2000EX
COL make VAL B COL model VAL 707 COL series VAL 321 COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-451
COL make VAL BN COL model VAL 2 COL series VAL T COL name VAL TURBINE ISLANDER,COL mfr VAL AIRBUS INDUSTRIE COL model VAL A319-111
COL make VAL LR COL model VAL 28 COL series VAL 28 COL name VAL LEARJET,COL mfr VAL BOEING COL model VAL 737-2T7
COL make VAL BEAGLE COL model VAL 121 COL series VAL 1 COL name VAL BEAGLE,COL mfr VAL NORTH AMERICAN COL model VAL SNJ-5
COL make VAL B COL model VAL 720 COL series VAL 068B COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-146B
COL make VAL WACO COL model VAL QC6 COL series VAL AQC6 COL name VAL nan,COL mfr VAL BOEING COL model VAL 707-359B
COL make VAL MCKINN COL model VAL G21 COL series VAL E COL name VAL TURBO GOOSE,COL mfr VAL MCKINNON COL model VAL G-21E
COL make VAL MD COL model VAL 369 COL series VAL D COL name VAL nan,COL mfr VAL BELLANCA COL model VAL 14-13-2
COL make VAL B COL model VAL 737 COL series VAL 53S COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-79L
COL make VAL F COL model VAL 28 COL series VAL MK0100 COL name VAL FELLOWSHIP,COL mfr VAL FOKKER COL model VAL F.28 MK 0100
COL make VAL WACO COL model VAL CSO COL series VAL CSO COL name VAL nan,COL mfr VAL BOEING COL model VAL 707-323C
COL make VAL B COL model VAL 767 COL series VAL 260 COL name VAL nan,COL mfr VAL DEHAVILLAND COL model VAL DH82A
COL make VAL GA COL model VAL GVI COL series VAL GVI COL name VAL GULFSTREAM GVI G650,COL mfr VAL NORTH AMERICAN COL model VAL BT14
COL make VAL B COL model VAL 767 COL series VAL 269 COL name VAL nan,COL mfr VAL WACO COL model VAL BSO
COL make VAL CALAIR COL model VAL A COL series VAL 2 COL name VAL nan,COL mfr VAL GRUMMAN COL model VAL G-1159
COL make VAL ERCO COL model VAL 415 COL series VAL D COL name VAL nan,COL mfr VAL BEECH COL model VAL RC-45J
COL make VAL CE COL model VAL 172 COL series VAL 172 COL name VAL SKYHAWK,COL mfr VAL BOEING COL model VAL 707-331C
COL make VAL AR COL model VAL 65 COL series VAL TAL COL name VAL nan,COL mfr VAL DORNIER COL model VAL DORNIER 228-202
COL make VAL B COL model VAL 727 COL series VAL 173C COL name VAL nan,COL mfr VAL DIAMOND AIRCRAFT IND GMBH COL model VAL DA 62
COL make VAL B COL model VAL 737 COL series VAL 242 COL name VAL nan,COL mfr VAL BRITISH AIRCRAFT CORP COL model VAL BAC 1-11 400
COL make VAL P COL model VAL 2V COL series VAL SP2HBLKHLS COL name VAL nan,COL mfr VAL BOEING COL model VAL 777F1B
COL make VAL UC COL model VAL 77 COL series VAL B COL name VAL nan,COL mfr VAL GRUMMAN COL model VAL TBF-1
COL make VAL WACO COL model VAL RE COL series VAL SRE COL name VAL nan,COL mfr VAL FUJI COL model VAL FA-200-160
COL make VAL BE COL model VAL 18 COL series VAL 3N COL name VAL TWIN BEECH,COL mfr VAL CESSNA COL model VAL TU206F
COL make VAL CE COL model VAL 337 COL series VAL T337G COL name VAL TURBO SKYMASTER,COL mfr VAL BELL COL model VAL 47G-3B
COL make VAL CL COL model VAL 601 COL series VAL 3A COL name VAL nan,COL mfr VAL FAIRCHILD COL model VAL C-119L
COL make VAL B COL model VAL 747 COL series VAL 129 COL name VAL SUPERJET,COL mfr VAL LOCKHEED COL model VAL 382E
COL make VAL MD COL model VAL 369 COL series VAL A COL name VAL nan,COL mfr VAL PILATUS COL model VAL PC-6
COL make VAL B COL model VAL 737 COL series VAL 377 COL name VAL nan,COL mfr VAL AIRBUS COL model VAL A330-323
COL make VAL CV COL model VAL 340 COL series VAL 70 COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-28R-200
COL make VAL STNSON COL model VAL U COL series VAL U COL name VAL nan,COL mfr VAL CHAMPION COL model VAL AERONCA S7EC
COL make VAL CE COL model VAL 337 COL series VAL P337H COL name VAL PRESSURIZED SKYMASTE,COL mfr VAL BOEING COL model VAL 720-B
COL make VAL DO COL model VAL 228 COL series VAL 201 COL name VAL nan,COL mfr VAL AIRBUS INDUSTRIE COL model VAL A330-323
COL make VAL B COL model VAL 777 COL series VAL FFX COL name VAL nan,COL mfr VAL MCDONNELL DOUGLAS COL model VAL DC-9-81(MD-81)
COL make VAL DHC COL model VAL 8 COL series VAL 311 COL name VAL nan,COL mfr VAL CESSNA COL model VAL R172K
COL make VAL B COL model VAL 747 COL series VAL SP09 COL name VAL SUPERJET,COL mfr VAL MCDONNELL DOUGLAS COL model VAL DC-8-71
COL make VAL B COL model VAL 747 COL series VAL 3H6 COL name VAL SUPERJET,COL mfr VAL BOEING COL model VAL 747-3H6
COL make VAL B COL model VAL 767 COL series VAL 3G5 COL name VAL nan,COL mfr VAL BEECH COL model VAL A100
COL make VAL SA COL model VAL 226 COL series VAL T COL name VAL nan,COL mfr VAL DOUGLAS COL model VAL DC3-G103A
COL make VAL BE COL model VAL 50 COL series VAL 50 COL name VAL TWIN BONANZA,COL mfr VAL NORTH AMERICAN COL model VAL NA-265
COL make VAL GA COL model VAL 520 COL series VAL 520 COL name VAL nan,COL mfr VAL BEECH COL model VAL D35
COL make VAL BAE COL model VAL 146 COL series VAL 200A COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-2L9
COL make VAL CE COL model VAL 320 COL series VAL A COL name VAL SKYKNIGHT,COL mfr VAL BOEING COL model VAL 737-284
COL make VAL AR COL model VAL K COL series VAL K COL name VAL nan,COL mfr VAL BOEING COL model VAL 707-324C
COL make VAL B COL model VAL 767 COL series VAL 2C COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-42-720
COL make VAL B COL model VAL 777 COL series VAL 232LR COL name VAL nan,COL mfr VAL BRITTEN-NORMAN COL model VAL BN-2A-27
COL make VAL COMWTH COL model VAL 190 COL series VAL 190 COL name VAL nan,COL mfr VAL BOEING COL model VAL 767-300
COL make VAL EMB COL model VAL 120 COL series VAL RT COL name VAL BRASILIA,COL mfr VAL BOEING COL model VAL 757-28A
COL make VAL B COL model VAL 767 COL series VAL 3JHF COL name VAL nan,COL mfr VAL CONVAIR COL model VAL 240-26
COL make VAL AR COL model VAL 58 COL series VAL O58A COL name VAL nan,COL mfr VAL DOUGLAS COL model VAL C-50C
COL make VAL PA COL model VAL 18 COL series VAL A150RESTD COL name VAL SUPER CUB,COL mfr VAL BOEING COL model VAL 727-2F9
COL make VAL RDC COL model VAL UH COL series VAL 1P COL name VAL HUEY,COL mfr VAL BELL COL model VAL UH-1P
COL make VAL NAVION COL model VAL NAVION COL series VAL E COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-22
COL make VAL BE COL model VAL 65 COL series VAL A901RU21A COL name VAL UTE,COL mfr VAL BOEING COL model VAL 737-8F2
COL make VAL R COL model VAL 22 COL series VAL MARINER COL name VAL nan,COL mfr VAL CESSNA COL model VAL 402
COL make VAL B COL model VAL 767 COL series VAL 33A COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-705
COL make VAL CE COL model VAL 421 COL series VAL C COL name VAL GOLDEN EAGLE,COL mfr VAL CURTISS WRIGHT COL model VAL C-46R
COL make VAL CE COL model VAL 337 COL series VAL T337D COL name VAL TURBO SKYMASTER,COL mfr VAL BOEING COL model VAL 707-321B
COL make VAL B COL model VAL 747 COL series VAL 269B COL name VAL SUPERJET,COL mfr VAL BOEING COL model VAL 747-269B
COL make VAL CE COL model VAL 337 COL series VAL B COL name VAL SUPER SKYMASTER,COL mfr VAL BOEING COL model VAL 707-336C
COL make VAL WACO COL model VAL R COL series VAL BA COL name VAL nan,COL mfr VAL BOEING COL model VAL 727-2S2F
COL make VAL CE COL model VAL 207 COL series VAL T207A COL name VAL TURBO SKYWAGON,COL mfr VAL S N I A S COL model VAL SA 318C ALOUETTE AST
COL make VAL GA COL model VAL 690 COL series VAL A COL name VAL COMMANDER 690,COL mfr VAL STEARMAN AIRCRAFT COL model VAL C3-P
COL make VAL BAC COL model VAL 111 COL series VAL 211AH COL name VAL BAC 111,COL mfr VAL BRITISH AIRCRAFT CORP COL model VAL BAC 1-11 211/AH
COL make VAL B COL model VAL 767 COL series VAL 2C COL name VAL nan,COL mfr VAL BOEING COL model VAL 727-11
COL make VAL GV COL model VAL SP COL series VAL None COL name VAL G550,COL mfr VAL CONVAIR COL model VAL 340-31
COL make VAL EC COL model VAL 225 COL series VAL LP COL name VAL SUPER PUMA,COL mfr VAL BOEING COL model VAL 727-2T3
COL make VAL STNSON COL model VAL V77 COL series VAL AT19 COL name VAL nan,COL mfr VAL MCKINNON COL model VAL G21G
COL make VAL B COL model VAL 727 COL series VAL 30C COL name VAL nan,COL mfr VAL WACO COL model VAL VKS-7
COL make VAL BE COL model VAL 100 COL series VAL A100 COL name VAL KING AIR,COL mfr VAL AYRES CORPORATION COL model VAL S2R-T15
COL make VAL SK COL model VAL 64 COL series VAL CH54B COL name VAL SKYCRANE,COL mfr VAL BEECH COL model VAL 18S
COL make VAL DASALT COL model VAL FALCON COL series VAL 2000EX COL name VAL nan,COL mfr VAL CESSNA COL model VAL 152
COL make VAL BL COL model VAL 7 COL series VAL EC COL name VAL nan,COL mfr VAL RAYTHEON CORPORATE JETS INC COL model VAL HAWKER 800
COL make VAL HS COL model VAL 125 COL series VAL 600B COL name VAL nan,COL mfr VAL AEROSPATIALE COL model VAL SA319B ALOUETTE III
COL make VAL DC COL model VAL 4 COL series VAL C54EDC COL name VAL nan,COL mfr VAL BEECH COL model VAL C90-1
COL make VAL CE COL model VAL 525 COL series VAL 525C COL name VAL CITATION CJ4,COL mfr VAL GULFSTREAM AEROSPACE CORP COL model VAL GVII-G500
COL make VAL R COL model VAL 2160 COL series VAL 2160 COL name VAL nan,COL mfr VAL BEECH COL model VAL 1900
COL make VAL B COL model VAL 747 COL series VAL 338 COL name VAL SUPERJET,COL mfr VAL AYRES CORPORATION COL model VAL S2R-T11
COL make VAL BE COL model VAL 19 COL series VAL A COL name VAL MUSKETEER II,COL mfr VAL BEECH COL model VAL 19A
COL make VAL A COL model VAL 321 COL series VAL 112 COL name VAL nan,COL mfr VAL AEROSPATIALE COL model VAL SA365N-1 DAUPHIN
COL make VAL LKHEED COL model VAL 14 COL series VAL N2 COL name VAL nan,COL mfr VAL LOCKHEED COL model VAL 14-N2
COL make VAL B COL model VAL 737 COL series VAL 7L9 COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-7L9
COL make VAL AYRES COL model VAL S2 COL series VAL RR1340 COL name VAL THRUSH,COL mfr VAL CESSNA COL model VAL A185E
COL make VAL CV COL model VAL 240 COL series VAL 12 COL name VAL nan,COL mfr VAL BEECH COL model VAL 35
COL make VAL CURTIS COL model VAL ROBIN COL series VAL J1DELUXE COL name VAL ROBIN,COL mfr VAL PIPER COL model VAL PA-22S-150
COL make VAL AR COL model VAL 58 COL series VAL O58B COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-329
COL make VAL MIL COL model VAL MI COL series VAL 8 COL name VAL nan,COL mfr VAL CESSNA COL model VAL 310P
COL make VAL LR COL model VAL 24 COL series VAL A COL name VAL LEARJET,COL mfr VAL SIKORSKY COL model VAL CH-19E
COL make VAL BT COL model VAL 13 COL series VAL 13 COL name VAL nan,COL mfr VAL DOUGLAS COL model VAL DC-10-40
COL make VAL B COL model VAL 727 COL series VAL 222 COL name VAL nan,COL mfr VAL CONVAIR COL model VAL T-29B
COL make VAL AGUSTA COL model VAL A109 COL series VAL A109K2 COL name VAL nan,COL mfr VAL AYRES CORPORATION COL model VAL S2R-R1820
COL make VAL BE COL model VAL 60 COL series VAL A60 COL name VAL DUKE,COL mfr VAL PIPER COL model VAL J3P
COL make VAL DHC COL model VAL 6 COL series VAL 400 COL name VAL nan,COL mfr VAL CESSNA COL model VAL 680
COL make VAL ENSTRM COL model VAL F28 COL series VAL F28 COL name VAL nan,COL mfr VAL ENSTROM COL model VAL F-28
COL make VAL HELIO COL model VAL 700 COL series VAL 700 COL name VAL nan,COL mfr VAL STINSON COL model VAL 10A
COL make VAL CE COL model VAL 310 COL series VAL N COL name VAL nan,COL mfr VAL SIKORSKY COL model VAL S-58FT
COL make VAL LR COL model VAL 55 COL series VAL C COL name VAL nan,COL mfr VAL GATES LEARJET CORP COL model VAL 55C
COL make VAL GRUMAN COL model VAL F8F COL series VAL 1 COL name VAL nan,COL mfr VAL CESSNA COL model VAL 172D
COL make VAL CE COL model VAL 208 COL series VAL B COL name VAL CARAVAN I,COL mfr VAL BOEING COL model VAL A75J1
COL make VAL B COL model VAL 757 COL series VAL 2S7 COL name VAL nan,COL mfr VAL BOEING COL model VAL 727-282
COL make VAL SR COL model VAL 10 COL series VAL C COL name VAL nan,COL mfr VAL EAGLE AIRCRAFT CO COL model VAL EAGLE DW-1
COL make VAL COMNDR COL model VAL 112 COL series VAL 112 COL name VAL nan,COL mfr VAL CONTINENTAL COPTERS INC COL model VAL TOMCAT MK5B
COL make VAL B COL model VAL 727 COL series VAL 1H2 COL name VAL nan,COL mfr VAL DEHAVILLAND COL model VAL DHC-6-300
COL make VAL B COL model VAL 75 COL series VAL PT17A COL name VAL nan,COL mfr VAL SIKORSKY COL model VAL UH-19C
COL make VAL EC COL model VAL 130 COL series VAL B4 COL name VAL nan,COL mfr VAL SIKORSKY COL model VAL S-58ET
COL make VAL AT COL model VAL 802 COL series VAL A COL name VAL nan,COL mfr VAL GATES LEAR JET COL model VAL 24B-A
COL make VAL WACO COL model VAL RE COL series VAL HRE COL name VAL nan,COL mfr VAL AERO COMMANDER COL model VAL 680T
COL make VAL B COL model VAL 737 COL series VAL 214 COL name VAL nan,COL mfr VAL PILATUS COL model VAL PC-6/350
COL make VAL SA COL model VAL 26 COL series VAL AT COL name VAL nan,COL mfr VAL CESSNA COL model VAL C-165
COL make VAL DO COL model VAL 328 COL series VAL 300 COL name VAL nan,COL mfr VAL WACO COL model VAL PLA
COL make VAL B COL model VAL 727 COL series VAL 2U5 COL name VAL nan,COL mfr VAL BOEING COL model VAL 727-2U5
COL make VAL WACO COL model VAL UKC COL series VAL VKS6 COL name VAL nan,COL mfr VAL DOUGLAS COL model VAL R4D-5
COL make VAL SK COL model VAL 92 COL series VAL A COL name VAL nan,COL mfr VAL GRUMMAN COL model VAL S2F-1 (TS-2A)
COL make VAL CE COL model VAL 172 COL series VAL R172G COL name VAL HAWK-XP,COL mfr VAL CESSNA COL model VAL 185C
COL make VAL B COL model VAL 737 COL series VAL 7Q8 COL name VAL nan,COL mfr VAL AIRBUS COL model VAL A340-312
COL make VAL DC COL model VAL 3 COL series VAL G102A COL name VAL nan,COL mfr VAL DOUGLAS COL model VAL DC3-G102A
COL make VAL TCRAFT COL model VAL 22 COL series VAL F22A COL name VAL nan,COL mfr VAL WSK PZL MIELEC COL model VAL M-18 DROMADER
COL make VAL WING COL model VAL D1 COL series VAL D1 COL name VAL nan,COL mfr VAL DOUGLAS COL model VAL DC-9-32
COL make VAL CE COL model VAL 206 COL series VAL TU206G COL name VAL TURBO-STATIONAIR 6,COL mfr VAL BELL COL model VAL 47G-2A-1
COL make VAL B COL model VAL 747 COL series VAL 219B COL name VAL SUPERJET,COL mfr VAL CHAMPION COL model VAL 7JC
COL make VAL PA COL model VAL 18 COL series VAL L21B COL name VAL SUPER CUB,COL mfr VAL STINSON COL model VAL SR-10D
COL make VAL CV COL model VAL 240 COL series VAL 24 COL name VAL nan,COL mfr VAL DOUGLAS COL model VAL DC-9-14
COL make VAL WACO COL model VAL DSO COL series VAL DSO COL name VAL nan,COL mfr VAL BOEING COL model VAL 727-1H2
COL make VAL DART COL model VAL G COL series VAL W COL name VAL nan,COL mfr VAL GATES LEAR JET COL model VAL 24E
COL make VAL BE COL model VAL 99 COL series VAL 99 COL name VAL AIRLINER,COL mfr VAL BELL COL model VAL 204-B
COL make VAL CE COL model VAL 182 COL series VAL A COL name VAL SKYLANE,COL mfr VAL BOEING COL model VAL 737-9
COL make VAL P COL model VAL 38 COL series VAL L COL name VAL nan,COL mfr VAL DASSAULT COL model VAL FALCON 900 EX
COL make VAL CV COL model VAL 240 COL series VAL 2 COL name VAL nan,COL mfr VAL STINSON COL model VAL SR-5C
COL make VAL CE COL model VAL 207 COL series VAL 207 COL name VAL SKYWAGON,COL mfr VAL BOEING COL model VAL 727-284
COL make VAL LR COL model VAL 55 COL series VAL C COL name VAL nan,COL mfr VAL CESSNA COL model VAL 170
COL make VAL B COL model VAL 747 COL series VAL 246B COL name VAL SUPERJET,COL mfr VAL BELL COL model VAL 407
COL make VAL B COL model VAL 737 COL series VAL 683 COL name VAL nan,COL mfr VAL LOCKHEED COL model VAL PV-1
COL make VAL P COL model VAL 2V COL series VAL SP2HEAC COL name VAL nan,COL mfr VAL TAYLORCRAFT CORP COL model VAL F-21A
COL make VAL B COL model VAL 737 COL series VAL 282 COL name VAL nan,COL mfr VAL CESSNA COL model VAL 320C
COL make VAL B COL model VAL 737 COL series VAL 71Q COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-36-300
COL make VAL SK COL model VAL 58 COL series VAL E COL name VAL nan,COL mfr VAL AMERICAN CHAMPION AIRCRAFT COL model VAL 8GCBC
COL make VAL B COL model VAL 737 COL series VAL 268 COL name VAL nan,COL mfr VAL DEHAVILLAND COL model VAL DHC-8-101
COL make VAL CV COL model VAL 640 COL series VAL 440DSTC COL name VAL nan,COL mfr VAL LOCKHEED COL model VAL 12A
COL make VAL GA COL model VAL AA COL series VAL 5B COL name VAL TIGER,COL mfr VAL CESSNA COL model VAL T182
COL make VAL CE COL model VAL 145 COL series VAL 145 COL name VAL nan,COL mfr VAL CESSNA COL model VAL C-145
COL make VAL B COL model VAL 767 COL series VAL 3S1 COL name VAL nan,COL mfr VAL BOEING COL model VAL 767-3S1
COL make VAL B COL model VAL 767 COL series VAL 319 COL name VAL nan,COL mfr VAL CESSNA COL model VAL TU206B
COL make VAL T COL model VAL 6 COL series VAL SNJ7 COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-7BF
COL make VAL GA COL model VAL AA COL series VAL 1C COL name VAL T-CAT/LYNX,COL mfr VAL BEECHCRAFT-HAWKER CORP. COL model VAL BH-125-600A
COL make VAL BHT COL model VAL 505 COL series VAL 505 COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-38-112
COL make VAL CE COL model VAL 421 COL series VAL B COL name VAL GOLDEN EAGLE,COL mfr VAL AIRBUS COL model VAL A318-112
COL make VAL NAVION COL model VAL NAVION COL series VAL E COL name VAL nan,COL mfr VAL NAVION COL model VAL NAVION E
COL make VAL B COL model VAL 777 COL series VAL 224 COL name VAL nan,COL mfr VAL BEECH COL model VAL B100
COL make VAL B COL model VAL 727 COL series VAL 180C COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-E23-250
COL make VAL A COL model VAL 330 COL series VAL 323 COL name VAL nan,COL mfr VAL NORTH AMERICAN COL model VAL AT-6F
COL make VAL WACO COL model VAL YPF COL series VAL YPF COL name VAL nan,COL mfr VAL WACO COL model VAL YPF
COL make VAL DA COL model VAL HK36 COL series VAL TC COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-266
