left,right,match,match_confidence,gold,left_id,right_id,source,left_kv,right_kv,left_count,right_kv_distinct
COL make VAL AERMACCHI COL model VAL F260 COL cert VAL EASA.A.586,COL mfr VAL SIAI-MARCHETTI COL model VAL SF-260W Warrior,1,0.999979119247448,1,AERMACCHI F260,F260 SF-260W Warrior,doc8643_description,"['make: AERMACCHI', 'model: F260', 'cert: EASA.A.586']","['mfr: SIAI-MARCHETTI', 'model: SF-260W Warrior']",55,55
COL make VAL AERMACCHI COL model VAL F260 COL cert VAL EASA.A.586,COL mfr VAL SIAI-MARCHETTI COL model VAL F.260B,1,0.9999064931521234,1,AERMACCHI F260,MRCHTI-F260-B,reg,"['make: AERMACCHI', 'model: F260', 'cert: EASA.A.586']","['mfr: SIAI-MARCHETTI', 'model: F.260B']",55,55
COL make VAL AERMACCHI COL model VAL F260 COL cert VAL EASA.A.586,COL mfr VAL SIAI-MARCHETTI COL model VAL SF-260E,1,0.9999739636699667,1,AERMACCHI F260,F260 SF-260E,doc8643_description,"['make: AERMACCHI', 'model: F260', 'cert: EASA.A.586']","['mfr: SIAI-MARCHETTI', 'model: SF-260E']",55,55
COL make VAL AERMACCHI COL model VAL F260 COL cert VAL EASA.A.586,COL mfr VAL SIAI-MARCHETTI COL model VAL SF-260W Warrior COL code VAL F260,1,0.9999895248477602,1,AERMACCHI F260,F260 SF-260W Warrior,doc8643_description,"['make: AERMACCHI', 'model: F260', 'cert: EASA.A.586']","['mfr: SIAI-MARCHETTI', 'model: SF-260W Warrior', 'code: F260']",55,55
COL make VAL AERMACCHI COL model VAL F260 COL cert VAL EASA.A.586,COL make VAL AERMACCHI COL model VAL F260 COL series VAL D COL cert VAL EASA.A.586,1,0.9999866331022124,1,AERMACCHI F260,50,cictt,"['make: AERMACCHI', 'model: F260', 'cert: EASA.A.586']","['make: AERMACCHI', 'model: F260', 'series: D', 'cert: EASA.A.586']",55,55
COL make VAL AERMACCHI COL model VAL F260 COL cert VAL EASA.A.586,COL mfr VAL AEROTECH COL model VAL SF-260F,1,0.9999764580480152,1,AERMACCHI F260,F260 SF-260F,doc8643_description,"['make: AERMACCHI', 'model: F260', 'cert: EASA.A.586']","['mfr: AEROTECH', 'model: SF-260F']",55,55
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL LARK COMMANDER COL cert VAL 1A21,COL mfr VAL NORTH AMERICAN ROCKWELL COL model VAL 100 Lark Commander,1,0.9999915943160071,1,AERO COMMANDER 100,LARK 100 Lark Commander,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: LARK COMMANDER', 'cert: 1A21']","['mfr: NORTH AMERICAN ROCKWELL', 'model: 100 Lark Commander']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL LARK COMMANDER COL cert VAL 1A21,COL make VAL AERO COMMANDER COL model VAL 100 COL series VAL 180 COL name VAL LARK COMMANDER COL cert VAL 1A21,1,0.9999888322278999,1,AERO COMMANDER 100,68,cictt,"['make: AERO COMMANDER', 'model: 100', 'name: LARK COMMANDER', 'cert: 1A21']","['make: AERO COMMANDER', 'model: 100', 'series: 180', 'name: LARK COMMANDER', 'cert: 1A21']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL mfr VAL VOLAIRCRAFT COL model VAL Volaire 1050,1,0.9957521770692537,1,AERO COMMANDER 100,VO10 Volaire 1050,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['mfr: VOLAIRCRAFT', 'model: Volaire 1050']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL mfr VAL NORTH AMERICAN ROCKWELL COL model VAL 100 Darter Commander,1,0.9999909062748454,1,AERO COMMANDER 100,VO10 100 Darter Commander,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['mfr: NORTH AMERICAN ROCKWELL', 'model: 100 Darter Commander']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL LARK COMMANDER COL cert VAL 1A21,COL mfr VAL NORTH AMERICAN ROCKWELL COL model VAL 100 Lark Commander COL code VAL LARK,1,0.9999917518783583,1,AERO COMMANDER 100,LARK 100 Lark Commander,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: LARK COMMANDER', 'cert: 1A21']","['mfr: NORTH AMERICAN ROCKWELL', 'model: 100 Lark Commander', 'code: LARK']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL code VAL VO10,1,0.9999902213589303,1,AERO COMMANDER 100,VO10,doc8643_code,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']",['code: VO10'],25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL mfr VAL VOLAIRCRAFT COL model VAL Volaire 1035,1,0.9942074036988315,1,AERO COMMANDER 100,VO10 Volaire 1035,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['mfr: VOLAIRCRAFT', 'model: Volaire 1035']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL make VAL AERO COMMANDER COL model VAL 100 COL series VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,1,0.9999894414374337,1,AERO COMMANDER 100,69,cictt,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['make: AERO COMMANDER', 'model: 100', 'series: 100', 'name: DARTER COMMANDER', 'cert: 1A21']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL mfr VAL NORTH AMERICAN ROCKWELL COL model VAL 100 Commander 100 COL code VAL VO10,1,0.999988687255041,1,AERO COMMANDER 100,VO10 100 Commander 100,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['mfr: NORTH AMERICAN ROCKWELL', 'model: 100 Commander 100', 'code: VO10']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER LARK COMMANDER COL cert VAL 1A21,COL mfr VAL AERO COMMANDER COL model VAL 100-180,1,0.9999415996249899,1,AERO COMMANDER 100,ACMNDR-100-180,reg,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER LARK COMMANDER', 'cert: 1A21']","['mfr: AERO COMMANDER', 'model: 100-180']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL mfr VAL VOLAIRCRAFT COL model VAL Volaire 10,1,0.9999576075201851,1,AERO COMMANDER 100,VO10 Volaire 10,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['mfr: VOLAIRCRAFT', 'model: Volaire 10']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER LARK COMMANDER COL cert VAL 1A21,COL make VAL ACMNDR COL model VAL 100 COL series VAL A COL cert VAL 1A21,1,0.9999826228932742,1,AERO COMMANDER 100,ACMNDR-100-A,faa,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER LARK COMMANDER', 'cert: 1A21']","['make: ACMNDR', 'model: 100', 'series: A', 'cert: 1A21']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL mfr VAL VOLAIRCRAFT COL model VAL Volaire 1035 COL code VAL VO10,1,0.9999856964470359,1,AERO COMMANDER 100,VO10 Volaire 1035,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['mfr: VOLAIRCRAFT', 'model: Volaire 1035', 'code: VO10']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL mfr VAL VOLAIRCRAFT COL model VAL Volaire 10 COL code VAL VO10,1,0.9999882603929964,1,AERO COMMANDER 100,VO10 Volaire 10,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['mfr: VOLAIRCRAFT', 'model: Volaire 10', 'code: VO10']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL mfr VAL AERO COMMANDER COL model VAL 100 Commander 100 COL code VAL VO10,1,0.9999889438196035,1,AERO COMMANDER 100,VO10 100 Commander 100,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['mfr: AERO COMMANDER', 'model: 100 Commander 100', 'code: VO10']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER LARK COMMANDER COL cert VAL 1A21,COL make VAL ACMNDR COL model VAL 100 COL series VAL 180 COL name VAL LARK COL cert VAL 1A21,1,0.9999766928943593,1,AERO COMMANDER 100,ACMNDR-100-180,faa,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER LARK COMMANDER', 'cert: 1A21']","['make: ACMNDR', 'model: 100', 'series: 180', 'name: LARK', 'cert: 1A21']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL mfr VAL NORTH AMERICAN ROCKWELL COL model VAL 100 Commander 100,1,0.9999851657916848,1,AERO COMMANDER 100,VO10 100 Commander 100,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['mfr: NORTH AMERICAN ROCKWELL', 'model: 100 Commander 100']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER LARK COMMANDER COL cert VAL 1A21,COL mfr VAL AERO COMMANDER COL model VAL 100A,1,0.9999398657081373,1,AERO COMMANDER 100,ACMNDR-100-A,reg,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER LARK COMMANDER', 'cert: 1A21']","['mfr: AERO COMMANDER', 'model: 100A']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL mfr VAL VOLAIRCRAFT COL model VAL Volaire 1050 COL code VAL VO10,1,0.9999624127817652,1,AERO COMMANDER 100,VO10 Volaire 1050,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['mfr: VOLAIRCRAFT', 'model: Volaire 1050', 'code: VO10']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL make VAL AERO COMMANDER COL model VAL 100 COL series VAL A COL name VAL DARTER COMMANDER COL cert VAL 1A21,1,0.9999877211387764,1,AERO COMMANDER 100,70,cictt,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['make: AERO COMMANDER', 'model: 100', 'series: A', 'name: DARTER COMMANDER', 'cert: 1A21']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL LARK COMMANDER COL cert VAL 1A21,COL code VAL LARK,1,0.9999798918720489,1,AERO COMMANDER 100,LARK,doc8643_code,"['make: AERO COMMANDER', 'model: 100', 'name: LARK COMMANDER', 'cert: 1A21']",['code: LARK'],25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER LARK COMMANDER COL cert VAL 1A21,COL make VAL ACMNDR COL model VAL 100 COL series VAL 100 COL name VAL LARK COL cert VAL 1A21,1,0.999985178871699,1,AERO COMMANDER 100,ACMNDR-100-100,faa,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER LARK COMMANDER', 'cert: 1A21']","['make: ACMNDR', 'model: 100', 'series: 100', 'name: LARK', 'cert: 1A21']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL mfr VAL AERO COMMANDER COL model VAL 100 Commander 100,1,0.9999904996440485,1,AERO COMMANDER 100,VO10 100 Commander 100,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['mfr: AERO COMMANDER', 'model: 100 Commander 100']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER LARK COMMANDER COL cert VAL 1A21,COL mfr VAL AERO COMMANDER COL model VAL 100,1,0.9999846372068552,1,AERO COMMANDER 100,ACMNDR-100-100,reg,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER LARK COMMANDER', 'cert: 1A21']","['mfr: AERO COMMANDER', 'model: 100']",25,25
COL make VAL AERO COMMANDER COL model VAL 100 COL name VAL DARTER COMMANDER COL cert VAL 1A21,COL mfr VAL NORTH AMERICAN ROCKWELL COL model VAL 100 Darter Commander COL code VAL VO10,1,0.9999917400867344,1,AERO COMMANDER 100,VO10 100 Darter Commander,doc8643_description,"['make: AERO COMMANDER', 'model: 100', 'name: DARTER COMMANDER', 'cert: 1A21']","['mfr: NORTH AMERICAN ROCKWELL', 'model: 100 Darter Commander', 'code: VO10']",25,25
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL make VAL AERO COMMANDER COL model VAL 1121 COL series VAL A COL name VAL JET COMMANDER COL cert VAL A2IL,1,0.9999847211022778,1,AERO COMMANDER 1121,71,cictt,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']","['make: AERO COMMANDER', 'model: 1121', 'series: A', 'name: JET COMMANDER', 'cert: A2IL']",14,14
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL code VAL JCOM,1,0.9999165063890987,1,AERO COMMANDER 1121,JCOM,doc8643_code,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']",['code: JCOM'],14,14
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL mfr VAL AERO COMMANDER COL model VAL 1121B,1,0.9999742849027604,1,AERO COMMANDER 1121,IA-1121-B,reg,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']","['mfr: AERO COMMANDER', 'model: 1121B']",14,14
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL make VAL AERO COMMANDER COL model VAL 1121 COL series VAL B COL name VAL JET COMMANDER COL cert VAL A2IL,1,0.999978059162624,1,AERO COMMANDER 1121,72,cictt,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']","['make: AERO COMMANDER', 'model: 1121', 'series: B', 'name: JET COMMANDER', 'cert: A2IL']",14,14
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL mfr VAL IAI COL model VAL 1121 Commodore Jet,1,0.9995250757789629,1,AERO COMMANDER 1121,JCOM 1121 Commodore Jet,doc8643_description,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']","['mfr: IAI', 'model: 1121 Commodore Jet']",14,14
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL mfr VAL AERO COMMANDER COL model VAL 1121 Jet Commander,1,0.9999915528423288,1,AERO COMMANDER 1121,JCOM 1121 Jet Commander,doc8643_description,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']","['mfr: AERO COMMANDER', 'model: 1121 Jet Commander']",14,14
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL mfr VAL AERO COMMANDER COL model VAL 1121,1,0.9999893783162362,1,AERO COMMANDER 1121,IA-1121-1121,reg,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']","['mfr: AERO COMMANDER', 'model: 1121']",14,14
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL mfr VAL IAI COL model VAL 1121 Commodore Jet COL code VAL JCOM,1,0.9996557205181004,1,AERO COMMANDER 1121,JCOM 1121 Commodore Jet,doc8643_description,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']","['mfr: IAI', 'model: 1121 Commodore Jet', 'code: JCOM']",14,14
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL make VAL AERO COMMANDER COL model VAL 1121 COL series VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,1,0.9999890498328837,1,AERO COMMANDER 1121,73,cictt,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']","['make: AERO COMMANDER', 'model: 1121', 'series: 1121', 'name: JET COMMANDER', 'cert: A2IL']",14,14
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL mfr VAL AERO COMMANDER COL model VAL 1121A,1,0.9999378503704595,1,AERO COMMANDER 1121,IA-1121-A,reg,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']","['mfr: AERO COMMANDER', 'model: 1121A']",14,14
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL make VAL IA COL model VAL 1121 COL series VAL B COL cert VAL A2SW,1,0.9999327819808269,1,AERO COMMANDER 1121,IA-1121-B,faa,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']","['make: IA', 'model: 1121', 'series: B', 'cert: A2SW']",14,14
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL make VAL IA COL model VAL 1121 COL series VAL 1121 COL name VAL COMMODORE JET COL cert VAL A2SW,1,0.9989073187872571,1,AERO COMMANDER 1121,IA-1121-1121,faa,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']","['make: IA', 'model: 1121', 'series: 1121', 'name: COMMODORE JET', 'cert: A2SW']",14,14
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL make VAL IA COL model VAL 1121 COL series VAL A COL cert VAL A2SW,1,0.9999718035672135,1,AERO COMMANDER 1121,IA-1121-A,faa,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']","['make: IA', 'model: 1121', 'series: A', 'cert: A2SW']",14,14
COL make VAL AERO COMMANDER COL model VAL 1121 COL name VAL JET COMMANDER COL cert VAL A2IL,COL mfr VAL AERO COMMANDER COL model VAL 1121 Jet Commander COL code VAL JCOM,1,0.9999903960283028,1,AERO COMMANDER 1121,JCOM 1121 Jet Commander,doc8643_description,"['make: AERO COMMANDER', 'model: 1121', 'name: JET COMMANDER', 'cert: A2IL']","['mfr: AERO COMMANDER', 'model: 1121 Jet Commander', 'code: JCOM']",14,14
COL make VAL AERO COMMANDER COL model VAL 200 COL cert VAL 3A18,COL make VAL AERO COMMANDER COL model VAL 200 COL series VAL D COL cert VAL 3A18,1,0.99997841063293,1,AERO COMMANDER 200,77,cictt,"['make: AERO COMMANDER', 'model: 200', 'cert: 3A18']","['make: AERO COMMANDER', 'model: 200', 'series: D', 'cert: 3A18']",12,12
COL make VAL AERO COMMANDER COL model VAL 200 COL cert VAL 3A18,COL make VAL ACMNDR COL model VAL 200 COL series VAL 200 COL cert VAL 3A18,1,0.999988727080841,1,AERO COMMANDER 200,ACMNDR-200-200,faa,"['make: AERO COMMANDER', 'model: 200', 'cert: 3A18']","['make: ACMNDR', 'model: 200', 'series: 200', 'cert: 3A18']",12,12
COL make VAL AERO COMMANDER COL model VAL 200 COL cert VAL 3A18,COL make VAL AERO COMMANDER COL model VAL 200 COL series VAL 200 COL cert VAL 3A18,1,0.9999853194240764,1,AERO COMMANDER 200,78,cictt,"['make: AERO COMMANDER', 'model: 200', 'cert: 3A18']","['make: AERO COMMANDER', 'model: 200', 'series: 200', 'cert: 3A18']",12,12
COL make VAL AERO COMMANDER COL model VAL 200 COL cert VAL 3A18,COL mfr VAL AERO COMMANDER COL model VAL 200,1,0.9999836439827087,1,AERO COMMANDER 200,ACMNDR-200-200,reg,"['make: AERO COMMANDER', 'model: 200', 'cert: 3A18']","['mfr: AERO COMMANDER', 'model: 200']",12,12
COL make VAL AERO COMMANDER COL model VAL 200 COL cert VAL 3A18,COL mfr VAL NORTH AMERICAN ROCKWELL COL model VAL 200 Commander 200 COL code VAL M200,1,0.9999608769024526,1,AERO COMMANDER 200,M200 200 Commander 200,doc8643_description,"['make: AERO COMMANDER', 'model: 200', 'cert: 3A18']","['mfr: NORTH AMERICAN ROCKWELL', 'model: 200 Commander 200', 'code: M200']",12,12
COL make VAL AERO COMMANDER COL model VAL 200 COL cert VAL 3A18,COL mfr VAL AERO COMMANDER COL model VAL 200 Commander 200,1,0.9999870469721548,1,AERO COMMANDER 200,M200 200 Commander 200,doc8643_description,"['make: AERO COMMANDER', 'model: 200', 'cert: 3A18']","['mfr: AERO COMMANDER', 'model: 200 Commander 200']",12,12
COL make VAL AERO COMMANDER COL model VAL 200 COL cert VAL 3A18,COL mfr VAL AERO COMMANDER COL model VAL 200D,1,0.9994581353487892,1,AERO COMMANDER 200,ACMNDR-200-D,reg,"['make: AERO COMMANDER', 'model: 200', 'cert: 3A18']","['mfr: AERO COMMANDER', 'model: 200D']",12,12
COL make VAL AERO COMMANDER COL model VAL 200 COL cert VAL 3A18,COL mfr VAL MEYERS COL model VAL 200,1,0.9999294862490034,1,AERO COMMANDER 200,M200 200,doc8643_description,"['make: AERO COMMANDER', 'model: 200', 'cert: 3A18']","['mfr: MEYERS', 'model: 200']",12,12
COL make VAL AERO COMMANDER COL model VAL 200 COL cert VAL 3A18,COL mfr VAL AERO COMMANDER COL model VAL 200 Commander 200 COL code VAL M200,1,0.999795129686533,1,AERO COMMANDER 200,M200 200 Commander 200,doc8643_description,"['make: AERO COMMANDER', 'model: 200', 'cert: 3A18']","['mfr: AERO COMMANDER', 'model: 200 Commander 200', 'code: M200']",12,12
COL make VAL AERO COMMANDER COL model VAL 200 COL cert VAL 3A18,COL make VAL ACMNDR COL model VAL 200 COL series VAL D COL cert VAL 3A18,1,0.9999836614276267,1,AERO COMMANDER 200,ACMNDR-200-D,faa,"['make: AERO COMMANDER', 'model: 200', 'cert: 3A18']","['make: ACMNDR', 'model: 200', 'series: D', 'cert: 3A18']",12,12
COL make VAL AERO COMMANDER COL model VAL 200 COL cert VAL 3A18,COL mfr VAL NORTH AMERICAN ROCKWELL COL model VAL 200 Commander 200,1,0.9999871970778604,1,AERO COMMANDER 200,M200 200 Commander 200,doc8643_description,"['make: AERO COMMANDER', 'model: 200', 'cert: 3A18']","['mfr: NORTH AMERICAN ROCKWELL', 'model: 200 Commander 200']",12,12
COL make VAL AERO COMMANDER COL model VAL 200 COL cert VAL 3A18,COL mfr VAL MEYERS COL model VAL 200 COL code VAL M200,1,0.999606547826365,1,AERO COMMANDER 200,M200 200,doc8643_description,"['make: AERO COMMANDER', 'model: 200', 'cert: 3A18']","['mfr: MEYERS', 'model: 200', 'code: M200']",12,12
COL make VAL AERO COMMANDER COL model VAL 500 COL name VAL SHRIKE COMMANDER COMMANDER 500B COMMANDER 500 COL cert VAL 6A1,COL make VAL GA COL model VAL 500 COL series VAL A COL cert VAL 6A1,1,0.9999832254548905,1,AERO COMMANDER 500,GA-500-A,faa,"['make: AERO COMMANDER', 'model: 500', 'name: SHRIKE COMMANDER COMMANDER 500B COMMANDER 500', 'cert: 6A1']","['make: GA', 'model: 500', 'series: A', 'cert: 6A1']",23,23
COL make VAL AERO COMMANDER COL model VAL 500 COL name VAL SHRIKE COMMANDER COMMANDER 500B COMMANDER 500 COL cert VAL 6A1,COL mfr VAL AERO COMMANDER COL model VAL 500-B,1,0.9999853267583919,1,AERO COMMANDER 500,GA-500-B,reg,"['make: AERO COMMANDER', 'model: 500', 'name: SHRIKE COMMANDER COMMANDER 500B COMMANDER 500', 'cert: 6A1']","['mfr: AERO COMMANDER', 'model: 500-B']",23,23
"COL make VAL AERO COMMANDER COL model VAL 500 COL name VAL COMMANDER 500, COMMANDER 500B, SHRIKE COMMANDER COL cert VAL 6A1",COL mfr VAL NORTH AMERICAN ROCKWELL COL model VAL 500 Commander 500 COL code VAL AC50,1,0.9999903880062734,1,AERO COMMANDER 500,AC50 500 Commander 500,doc8643_description,"['make: AERO COMMANDER', 'model: 500', 'name: COMMANDER 500, COMMANDER 500B, SHRIKE COMMANDER', 'cert: 6A1']","['mfr: NORTH AMERICAN ROCKWELL', 'model: 500 Commander 500', 'code: AC50']",23,23
